"met_object_id","link_resource","exhibition_title","venue_name","city_name","exhibition_date_display","start_date","end_date","catalogue_reference","display_order"
"436579","http://www.metmuseum.org/art/collection/search/436579","European Masterpieces from The Metropolitan Museum of Art, New York","Osaka City Museum of Fine Arts","Osaka","November 13, 2021–January 16, 2022","2021-11-13","2022-01-16","no. 40","15"
"436579","http://www.metmuseum.org/art/collection/search/436579","European Masterpieces from The Metropolitan Museum of Art, New York","National Art Center","Tokyo","February 9–May 30, 2022","2022-02-09","2022-05-30","no. 40","16"
"436579","http://www.metmuseum.org/art/collection/search/436579","Jean-Baptiste Greuze: L'enfance en lumière","Petit Palais, Musée des Beaux Arts de la Ville de Paris","","September 16, 2025–January 25, 2026","2025-09-16","2026-01-25","no. 72","17"
"501685","http://www.metmuseum.org/art/collection/search/501685","SAX200","Musée des instruments de musique","","2014","","","","1"
"501685","http://www.metmuseum.org/art/collection/search/501685","Celebrating Sax: Instruments and Innovation","The Metropolitan Museum of Art","","November 6, 2014 - February 22, 2016","2014-11-06","2016-02-22","","2"
"438605","http://www.metmuseum.org/art/collection/search/438605","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","1"
"438605","http://www.metmuseum.org/art/collection/search/438605","A New Look at a Van Eyck Masterpiece","The Metropolitan Museum of Art","New York","January 25–April 24, 2016","2016-01-25","2016-04-24","no catalogue","2"
"438605","http://www.metmuseum.org/art/collection/search/438605","Siena: The Rise of Painting, 1300–1350","The Metropolitan Museum of Art","New York","October 13, 2024–January 26, 2025","2024-10-13","2025-01-26","","3"
"438605","http://www.metmuseum.org/art/collection/search/438605","Siena: The Rise of Painting, 1300–1350","National Gallery","London","March 8–June 22, 2025","2025-03-08","2025-06-22","","4"
"469950","http://www.metmuseum.org/art/collection/search/469950","Medieval Art from Private Collections","The Cloisters, The Metropolitan Museum of Art","New York","October 30, 1968–March 30, 1969","1968-10-30","1969-03-30","","1"
"469950","http://www.metmuseum.org/art/collection/search/469950","Mirror of the Medieval World","The Metropolitan Museum of Art","New York","March 9–June 1, 1999","1999-03-09","1999-06-01","","2"
"257603","http://www.metmuseum.org/art/collection/search/257603","","270–250 BCE
Culture: Greek
Medium: Marble
Dimensions: H","Title: Marble head of a Ptolemaic queen
Period: Hellenistic
Date: ca","2002","","","","1"
"336259","http://www.metmuseum.org/art/collection/search/336259","Drawings and Prints: Selections from the Permanent Collection","The Metropolitan Museum of Art","New York","February 14–January 0, 1900","1900-02-14","","","1"
"336259","http://www.metmuseum.org/art/collection/search/336259","The Print in the North","The Metropolitan Museum of Art","","May 6–July 13, 1997","1997-05-06","1997-07-13","","2"
"336259","http://www.metmuseum.org/art/collection/search/336259","Drawings and Prints: Selections from the Permanent Collection","The Metropolitan Museum of Art","New York","March 26–July 19, 2012","2012-03-26","2012-07-19","","3"
"336259","http://www.metmuseum.org/art/collection/search/336259","The Renaissance of Etching","The Metropolitan Museum of Art","New York","October 21, 2019–January 20, 2020","2019-10-21","2020-01-20","","4"
"336259","http://www.metmuseum.org/art/collection/search/336259","The Renaissance of Etching","Graphische Sammlung Albertina","Vienna","February 12–July 26, 2020","2020-02-12","2020-07-26","","5"
"336256","http://www.metmuseum.org/art/collection/search/336256","The Print in the North","The Metropolitan Museum of Art","","May 6–July 13, 1997","1997-05-06","1997-07-13","","1"
"336256","http://www.metmuseum.org/art/collection/search/336256","The Renaissance of Etching","The Metropolitan Museum of Art","New York","October 21, 2019–January 20, 2020","2019-10-21","2020-01-20","","2"
"459211","http://www.metmuseum.org/art/collection/search/459211","","Title: Head of a Young Woman
Artist: Albrecht Dürer (German, Nuremberg","","1471–1528","","","","1"
"247993","http://www.metmuseum.org/art/collection/search/247993","","14–37 CE
Culture: Roman
Medium: Marble
Dimensions: 12in","Title: Marble portrait of the emperor Augustus
Period: Early Imperial, Julio-Claudian
Date: ca","1907","","","","1"
"438754","http://www.metmuseum.org/art/collection/search/438754","Antica arte senese","Palazzo della Repubblica","Siena","1904","","","no. 1960","1"
"438754","http://www.metmuseum.org/art/collection/search/438754","Italian Art, 1200–1900","Royal Academy of Arts","London","January 1–March 8, 1930","1930-01-01","1930-03-08","no. 2","2"
"438754","http://www.metmuseum.org/art/collection/search/438754","Exposition de l'art italien de Cimabue à Tiepolo","Petit Palais","Paris","1935","","","no. 147","3"
"438754","http://www.metmuseum.org/art/collection/search/438754","Duccio's 'Madonna and Child'","The Metropolitan Museum of Art","New York","December 21, 2004–March 13, 2005","2004-12-21","2005-03-13","no catalogue","4"
"438754","http://www.metmuseum.org/art/collection/search/438754","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","5"
"438754","http://www.metmuseum.org/art/collection/search/438754","Siena: The Rise of Painting, 1300–1350","The Metropolitan Museum of Art","New York","October 13, 2024–January 26, 2025","2024-10-13","2025-01-26","","6"
"438754","http://www.metmuseum.org/art/collection/search/438754","Siena: The Rise of Painting, 1300–1350","National Gallery","London","March 8–June 22, 2025","2025-03-08","2025-06-22","","7"
"436918","http://www.metmuseum.org/art/collection/search/436918","Le siècle de Titien: L'âge d'or de la peinture à Venise","Grand Palais","Paris","March 9–June 14, 1993","1993-03-09","1993-06-14","no. 154","1"
"436918","http://www.metmuseum.org/art/collection/search/436918","Art and Love in Renaissance Italy","The Metropolitan Museum of Art","New York","November 11, 2008–February 16, 2009","2008-11-11","2009-02-16","no. 148","2"
"311294","http://www.metmuseum.org/art/collection/search/311294","The World of Primitive Art","Museum of Primitive Art","","July 12, 1966–September 11, 1966","1966-07-12","1966-09-11","","1"
"311294","http://www.metmuseum.org/art/collection/search/311294","Art of Oceania, Africa and the Americas from The Museum of Primitive Art","The Metropolitan Museum of Art","","May 10–August 17, 1969","1969-05-10","1969-08-17","","2"
"248499","http://www.metmuseum.org/art/collection/search/248499","","440–425 BCE
Culture: Greek, Boeotian
Medium: Marble, Pentelic
Dimensions: Overall: 39 1/2 x 18 1/16 x 5 in","Title: Marble stele (grave marker) of a young girl
Period: Classical
Date: ca","1911","","","","1"
"316716","http://www.metmuseum.org/art/collection/search/316716","","2 × W","Title: Whistle
Artist: Cupisnique artist(s)
Date: 1200–500 BCE
Geography: Peru, Tembladera
Culture: Cupisnique
Medium: Ceramic
Dimensions: H","1992","","","","1"
"247009","http://www.metmuseum.org/art/collection/search/247009","","Fannius Synistor at Boscoreale
Period: Late Republican
Date: ca","Title: Wall painting from Room H of the Villa of P","1903","","","","1"
"463605","http://www.metmuseum.org/art/collection/search/463605","Mantegna e le Arti a Verona: 1450-1500","Palazzo Della Gran Guardia","Verona, Italy","September 13, 2006–January 28, 2007","2006-09-13","2007-01-28","","1"
"463605","http://www.metmuseum.org/art/collection/search/463605","Choirs of Angels: Painting in Italian Choir Books, 1300-1500","The Metropolitan Museum of Art","New York","November 25, 2008–April 12, 2009","2008-11-25","2009-04-12","","2"
"463605","http://www.metmuseum.org/art/collection/search/463605","Girolamo dai Libri and Veronese Art of the Sixteenth Century","The Metropolitan Museum of Art","New York","November 16, 2015–February 7, 2016","2015-11-16","2016-02-07","","3"
"453444","http://www.metmuseum.org/art/collection/search/453444","","1237–46)
Dedicatee: Kay Khusrau II (Turkish, ruled 1237–46)
Date: dated 641 AH/1243 CE
Geography: Made in Turkey, Konya
Medium: Silver
Dimensions: Diam","Title: Dirham of Ghiyath al-Din Kai Khusrau II (r","1898","","","","1"
"436964","http://www.metmuseum.org/art/collection/search/436964","","Manet's studio","Paris","1866","","","no catalogue","1"
"436964","http://www.metmuseum.org/art/collection/search/436964","Tableaux de M. Édouard Manet","Avenue de l'Alma","Paris","1867","","","no. 15","2"
"436964","http://www.metmuseum.org/art/collection/search/436964","Une jeune femme","Salon","Paris","May 1–June 20, 1868","1868-05-01","1868-06-20","no. 1659","3"
"436964","http://www.metmuseum.org/art/collection/search/436964","Fifth Exhibition of the Society of French Artists","Durand-Ruel","London","1872","","","no. 49","4"
"436964","http://www.metmuseum.org/art/collection/search/436964","Pedestal Fund Art Loan Exhibition","National Academy of Design","New York","December 3, 1883–January 1, 1884","1883-12-03","1884-01-01","no. 182","5"
"436964","http://www.metmuseum.org/art/collection/search/436964","Exposition des œuvres de Édouard Manet","École Nationale des Beaux-Arts","Paris","1884","","","no. 39","6"
"436964","http://www.metmuseum.org/art/collection/search/436964","Chefs d'œuvre de l'art français","Palais National des Arts","Paris","1937","","","no. 356","7"
"436964","http://www.metmuseum.org/art/collection/search/436964","De David à Toulouse-Lautrec: Chefs-d'œuvre des collections américaines","Musée de l'Orangerie","Paris","April 20–July 5, 1955","1955-04-20","1955-07-05","no. 38","8"
"436964","http://www.metmuseum.org/art/collection/search/436964","Französische Malerei des 19. Jahrhunderts von David bis Cézanne","Haus der Kunst München","","October 7, 1964–January 6, 1965","1964-10-07","1965-01-06","no. 161","9"
"436964","http://www.metmuseum.org/art/collection/search/436964","Masterpieces of Fifty Centuries","The Metropolitan Museum of Art","New York","November 14, 1970–June 1, 1971","1970-11-14","1971-06-01","no. 373","10"
"436964","http://www.metmuseum.org/art/collection/search/436964","From Realism to Symbolism: Whistler and His World","Wildenstein","New York","March 4–April 3, 1971","1971-03-04","1971-04-03","no. 96","11"
"436964","http://www.metmuseum.org/art/collection/search/436964","From Realism to Symbolism: Whistler and His World","Philadelphia Museum of Art","","April 15–May 23, 1971","1971-04-15","1971-05-23","no. 96","12"
"436964","http://www.metmuseum.org/art/collection/search/436964","Centenaire de l'impressionnisme","Grand Palais","Paris","September 21–November 24, 1974","1974-09-21","1974-11-24","no. 19","13"
"436964","http://www.metmuseum.org/art/collection/search/436964","The Impressionist Epoch","The Metropolitan Museum of Art","New York","December 12, 1974–February 10, 1975","1974-12-12","1975-02-10","no. 19","14"
"436964","http://www.metmuseum.org/art/collection/search/436964","100 Paintings from the Metropolitan Museum","Petersburg]","Leningrad [St","May 22–July 27, 1975","1975-05-22","1975-07-27","no. 63","15"
"436964","http://www.metmuseum.org/art/collection/search/436964","100 Paintings from the Metropolitan Museum","State Pushkin Museum","Moscow","August 28–November 2, 1975","1975-08-28","1975-11-02","no. 63","16"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet, 1832–1883","Galeries nationales du Grand Palais","Paris","April 22–August 1, 1983","1983-04-22","1983-08-01","no. 96","17"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet, 1832–1883","The Metropolitan Museum of Art","New York","September 10–November 27, 1983","1983-09-10","1983-11-27","no. 96","18"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet","Ordrupgaard","Copenhagen","September 15–November 26, 1989","1989-09-15","1989-11-26","no. 15","19"
"436964","http://www.metmuseum.org/art/collection/search/436964","Impressionnisme: Les origines, 1859–1869","Galeries nationales du Grand Palais","Paris","April 19–August 8, 1994","1994-04-19","1994-08-08","no. 103","20"
"436964","http://www.metmuseum.org/art/collection/search/436964","Origins of Impressionism","The Metropolitan Museum of Art","New York","September 27, 1994–January 8, 1995","1994-09-27","1995-01-08","no. 103","21"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet, Monet: La Gare Saint-Lazare","Musée d'Orsay","Paris","February 9–May 17, 1998","1998-02-09","1998-05-17","no. 15","22"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet, Monet, and the Gare Saint-Lazare","National Gallery of Art","Washington","June 14–September 20, 1998","1998-06-14","1998-09-20","no. 15","23"
"436964","http://www.metmuseum.org/art/collection/search/436964","Monet und","Kunsthalle Bremen","","October 15, 2005–February 26, 2006","2005-10-15","2006-02-26","no. 19","24"
"436964","http://www.metmuseum.org/art/collection/search/436964","L'Impressionnisme et la Mode","Musée d'Orsay","Paris","September 25, 2012–January 20, 2013","2012-09-25","2013-01-20","no. 24","25"
"436964","http://www.metmuseum.org/art/collection/search/436964","Impressionism, Fashion, and Modernity","The Metropolitan Museum of Art","New York","February 26–May 7, 2013","2013-02-26","2013-05-07","no. 9","26"
"436964","http://www.metmuseum.org/art/collection/search/436964","Impressionism, Fashion, and Modernity","Art Institute of Chicago","","June 26–September 29, 2013","2013-06-26","2013-09-29","no. 9","27"
"436964","http://www.metmuseum.org/art/collection/search/436964","Making The Met, 1870–2020","The Metropolitan Museum of Art","New York","August 29, 2020–January 3, 2021","2020-08-29","2021-01-03","fig. 33","28"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet / Degas","Musée d'Orsay","Paris","March 28–July 23, 2023","2023-03-28","2023-07-23","","29"
"436964","http://www.metmuseum.org/art/collection/search/436964","Manet / Degas","The Metropolitan Museum of Art","New York","September 24, 2023–January 7, 2024","2023-09-24","2024-01-07","","30"
"248483","http://www.metmuseum.org/art/collection/search/248483","","360 BCE
Culture: Greek, Attic
Medium: Marble, Pentelic
Dimensions: H","Title: Marble grave stele with a family group
Period: Late Classical
Date: ca","1911","","","","1"
"247008","http://www.metmuseum.org/art/collection/search/247008","","Fannius Synistor at Boscoreale
Period: Late Republican
Date: ca","Title: Wall painting from the west wall of Room L of the Villa of P","1903","","","","1"
"22209","http://www.metmuseum.org/art/collection/search/22209","Exposition Universelle de 1878: L'Exposition Historique du Trocadéro","Palais du Trocadéro","Paris","May 1–October 31, 1878","1878-05-01","1878-10-31","","1"
"22209","http://www.metmuseum.org/art/collection/search/22209","Exposition Universelle Internationale de 1900","Palais des Armées de Terre et de Mer","Paris","April 14–November 12, 1900","1900-04-14","1900-11-12","","2"
"22209","http://www.metmuseum.org/art/collection/search/22209","Visitors to Versailles: From Louis XIV to the French Revolution","The Metropolitan Museum of Art","New York","April 16–July 29, 2018","2018-04-16","2018-07-29","no. 44","3"
"451101","http://www.metmuseum.org/art/collection/search/451101","Special Persian Exhibition","University of Pennsylvania Museum of Archaeology and Anthropology","","1926","","","no. 598","1"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Art of Imperial Turkey and Its European Echoes","The Metropolitan Museum of Art","New York","November 17, 1973–March 3, 1974","1973-11-17","1974-03-03","no catalogue","2"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Arts of Islam. Masterpieces from the M.M.A.","Museum für Islamische Kunst, Pergamonmuseum, Staatliche Museen zu Berlin","Berlin","June 15, 1981–August 8, 1981","1981-06-15","1981-08-08","no. 113","3"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Age of Sultan Süleyman the Magnificent","National Gallery of Art, Washington D.C","Washington","January 25–May 17, 1987","1987-01-25","1987-05-17","no. 147","4"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Age of Sultan Süleyman the Magnificent","Art Institute of Chicago","Chicago","June 14–September 7, 1987","1987-06-14","1987-09-07","no. 147","5"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Age of Sultan Süleyman the Magnificent","The Metropolitan Museum of Art","New York","October 4, 1987–January 17, 1988","1987-10-04","1988-01-17","no. 147","6"
"451101","http://www.metmuseum.org/art/collection/search/451101","Silks for the Sultans: Ottoman textiles and their legacy","Museum of Fine Arts, Boston","Boston","April 22, 1994–September 4, 1994","1994-04-22","1994-09-04","","7"
"451101","http://www.metmuseum.org/art/collection/search/451101","The Nature of Islamic Ornament Part II: Vegetal Patterns","The Metropolitan Museum of Art","The Hagop Kevorkian Special Exhibitions Gallery, New York","September 10, 1998–January 10, 1999","1998-09-10","1999-01-10","no catalogue","8"
"451101","http://www.metmuseum.org/art/collection/search/451101","Style and Substance: Imperial Costumes from Ottoman Turkey","Arthur M","Washington","October 29, 2005–January 22, 2006","2005-10-29","2006-01-22","","9"
"316715","http://www.metmuseum.org/art/collection/search/316715","","2 3/8 × W","Title: Whistle
Artist: Cupisnique artist(s)
Date: 1200–500 BCE
Geography: Peru, Tembladera
Culture: Cupisnique
Medium: Ceramic
Dimensions: H","1992","","","","1"
"336162","http://www.metmuseum.org/art/collection/search/336162","The Print in the North","The Metropolitan Museum of Art","","May 6–July 13, 1997","1997-05-06","1997-07-13","","1"
"336162","http://www.metmuseum.org/art/collection/search/336162","Drawings and Prints: Selections from the Permanent Collection","The Metropolitan Museum of Art","New York","January 12–April 12, 2009","2009-01-12","2009-04-12","","2"
"336162","http://www.metmuseum.org/art/collection/search/336162","Drawings and Prints: Selections from the Permanent Collection","The Metropolitan Museum of Art","New York","March 26–July 19, 2012","2012-03-26","2012-07-19","","3"
"336162","http://www.metmuseum.org/art/collection/search/336162","Making The Met, 1870–2020","The Metropolitan Museum of Art","New York","August 29, 2020–January 3, 2021","2020-08-29","2021-01-03","","4"
"248466","http://www.metmuseum.org/art/collection/search/248466","","Title: Bronze statuette of a philosopher on a lamp stand
Period: Early Imperial, Augustan
Date: late 1st century BCE
Culture: Roman
Medium: Bronze
Dimensions: Overall: 10 3/4 in., 2.9kg (27.3 cm, 6.4lb.)
Classification: Bronzes
Credit Line: Rogers Fund,","","1910","","","","1"
"463377","http://www.metmuseum.org/art/collection/search/463377","","Title: Altarpiece (retablo) with Scenes from the Passion
Artist: Attributed to Master Morata (Spanish, Aragon, active","","1470–1505","","","","1"
"700485","http://www.metmuseum.org/art/collection/search/700485","","Title: Mandolin
Maker: Orville Gibson (American,","","1856–1918","","","","1"
"501504","http://www.metmuseum.org/art/collection/search/501504","Baroque Musical Instruments","Lincoln Center for the Performing Arts","","September 9, 1984–September 15, 1984","1984-09-09","1984-09-15","","1"
"248851","http://www.metmuseum.org/art/collection/search/248851","","20 in","Title: Marble portrait bust of the emperor Gaius, known as Caligula
Period: Early Imperial, Julio-Claudian
Date: 37–41 CE
Culture: Roman
Medium: Marble
Dimensions: H","1914","","","","1"
"248579","http://www.metmuseum.org/art/collection/search/248579","","138–192 CE
Culture: Roman
Medium: Marble
Dimensions: H","Title: Marble head of an athlete
Period: Mid-Imperial, Antonine
Date: ca","1911","","","","1"
"463492","http://www.metmuseum.org/art/collection/search/463492","","(169.9 x 102.6 x 11.4 cm)
Classification: Sculpture-Stone
Credit Line: Frederick C","Title: Relief Altarpiece with Saints Peter, Paul, and John the Baptist
Artist: Attributed to Gerardo di Mainardo (d.1422)
Date: 1408
Geography: Made in Venice, Veneto, Italy
Culture: Italian
Medium: Limestone (Istrian limestone), painted and gilded
Dimensions: Overall: 66 7/8 x 40 3/8 x 4 1/2 in","1911","","","","1"
"248644","http://www.metmuseum.org/art/collection/search/248644","","375–350 BCE
Culture: Greek, Attic
Medium: Marble, Pentelic ?
Dimensions: H","Title: Marble funerary lekythos
Period: Late Classical
Date: ca","1912","","","","1"
"247017","http://www.metmuseum.org/art/collection/search/247017","","Fannius Synistor at Boscoreale
Period: Late Republic
Date: ca","Title: Cubiculum (bedroom) from the Villa of P","1903","","","","1"
"247117","http://www.metmuseum.org/art/collection/search/247117","","95 in","Title: Bronze statue of the emperor Trebonianus Gallus
Period: Imperial
Date: 251–253 CE
Culture: Roman
Medium: Bronze
Dimensions: H","1905","","","","1"
"463545","http://www.metmuseum.org/art/collection/search/463545","Le Muse e il principe: arte di corte nel Rinascimento padano","Milan, Museo Poldo Pezzoli","","September 20–December 1, 1991","1991-09-20","1991-12-01","","1"
"463545","http://www.metmuseum.org/art/collection/search/463545","La Miniatura a Ferrara: Dal tempo di Cosme Tura all'eredita di Ercole de' Roberti","Palazzo Schifanoia","","March 1–May 31, 1998","1998-03-01","1998-05-31","","2"
"463545","http://www.metmuseum.org/art/collection/search/463545","Treasures of a Lost Art: Italian Manuscript Painting of the Middle Ages and Renaissance","The Metropolitan Museum of Art","New York","September 30, 2003–February 1, 2004","2003-09-30","2004-02-01","","3"
"463545","http://www.metmuseum.org/art/collection/search/463545","Choirs of Angels: Painting in Italian Choir Books, 1300-1500","The Metropolitan Museum of Art","New York","November 25, 2008–April 12, 2009","2008-11-25","2009-04-12","","4"
"450748","http://www.metmuseum.org/art/collection/search/450748","Exhibition of Persian Art","Iranian Institute","","1940","","","no. 35","1"
"450748","http://www.metmuseum.org/art/collection/search/450748","Origin and Influence - Cultural Contacts: Egypt, the Ancient Near East and the Classical World","The Metropolitan Museum of Art","New York","December 18, 1970–April 23, 1971","1970-12-18","1971-04-23","no catalogue","2"
"450748","http://www.metmuseum.org/art/collection/search/450748","Rumi and the Sufi Tradition","The Metropolitan Museum of Art","New York","October 23, 2007–February 3, 2008","2007-10-23","2008-02-03","no catalogue","3"
"437455","http://www.metmuseum.org/art/collection/search/437455","","British Institution","London","1828","","","no. 51","1"
"437455","http://www.metmuseum.org/art/collection/search/437455","Winter Exhibition","Royal Academy of Arts","London","1872","","","no. 97","2"
"437455","http://www.metmuseum.org/art/collection/search/437455","Exhibition of Spanish Art","New Gallery","London","1895","","","no. 61","3"
"437455","http://www.metmuseum.org/art/collection/search/437455","Magnasco Society Loan Exhibition","Thomas Agnew & Sons, Ltd","London","1925","","","no catalogue","4"
"437455","http://www.metmuseum.org/art/collection/search/437455","Masterpieces of Art: European & American Paintings, 1500–1900","World's Fair","New York","1500–1900","","","no. 115","5"
"437455","http://www.metmuseum.org/art/collection/search/437455","Art Treasures of the Metropolitan","The Metropolitan Museum of Art","New York","November 7, 1952–September 7, 1953","1952-11-07","1953-09-07","no. 125","6"
"437455","http://www.metmuseum.org/art/collection/search/437455","Masterpieces of Painting in The Metropolitan Museum of Art","Museum of Fine Arts, Boston","","September 16–November 1, 1970","1970-09-16","1970-11-01","p. 54","7"
"437455","http://www.metmuseum.org/art/collection/search/437455","The Painter's Light","The Metropolitan Museum of Art","New York","October 5–November 10, 1971","1971-10-05","1971-11-10","no. 1","8"
"437455","http://www.metmuseum.org/art/collection/search/437455","Jusepe de Ribera, lo Spagnoletto, 1591–1652","Kimbell Art Museum","Fort Worth","December 4, 1982–February 6, 1983","1982-12-04","1983-02-06","no. 36","9"
"437455","http://www.metmuseum.org/art/collection/search/437455","Jusepe de Ribera, 1591–1652","Museo Nazionale di Capodimonte","Naples","February 27–May 17, 1992","1992-02-27","1992-05-17","no. 1","10"
"437455","http://www.metmuseum.org/art/collection/search/437455","Ribera, 1591–1652","Museo Nacional del Prado","Madrid","June 2–August 16, 1992","1992-06-02","1992-08-16","no. 120","11"
"437455","http://www.metmuseum.org/art/collection/search/437455","Jusepe de Ribera, 1591–1652","The Metropolitan Museum of Art","New York","September 18–November 29, 1992","1992-09-18","1992-11-29","no. 66","12"
"437455","http://www.metmuseum.org/art/collection/search/437455","Manet/Velázquez: The French Taste for Spanish Painting","The Metropolitan Museum of Art","New York","March 4–June 29, 2003","2003-03-04","2003-06-29","no. 62","13"
"471993","http://www.metmuseum.org/art/collection/search/471993","Patterns of Collecting: Selected Acquisitions, 1965–1975","The Metropolitan Museum of Art","New York","December 6, 1975–March 23, 1976","1975-12-06","1976-03-23","","1"
"282051","http://www.metmuseum.org/art/collection/search/282051","Masterworks of Photography from the Rubel Collection","Crocker Art Museum","","January 9, 1982–February 21, 1982","1982-01-09","1982-02-21","","1"
"282051","http://www.metmuseum.org/art/collection/search/282051","Masterworks of Photography from the Rubel Collection","Achenbach Graphic Arts Council","","January 1, 1984–February 1, 1984","1984-01-01","1984-02-01","","2"
"282051","http://www.metmuseum.org/art/collection/search/282051","Inventing a New Art: Early Photographs from the Rubel Collection in the Metropolitan Museum of Art","The Metropolitan Museum of Art","","June 1–September 19, 1999","1999-06-01","1999-09-19","","3"
"282051","http://www.metmuseum.org/art/collection/search/282051","Photographs: A Decade of Collecting","The Metropolitan Museum of Art","","June 5–September 4, 2001","2001-06-05","2001-09-04","","4"
"282051","http://www.metmuseum.org/art/collection/search/282051","Daguerreotype francais","Musée d'Orsay","","May 12, 2003–August 17, 2003","2003-05-12","2003-08-17","","5"
"282051","http://www.metmuseum.org/art/collection/search/282051","The Dawn of Photography: French Daguerreotypes, 1839–1855","The Metropolitan Museum of Art","New York","September 23, 2003–January 4, 2004","2003-09-23","2004-01-04","","6"
"282051","http://www.metmuseum.org/art/collection/search/282051","Naked before the Camera","The Metropolitan Museum of Art","New York","March 27–September 9, 2012","2012-03-27","2012-09-09","","7"
"463543","http://www.metmuseum.org/art/collection/search/463543","Le Muse e il principe: arte di corte nel Rinascimento padano","Milan, Museo Poldo Pezzoli","","September 20–December 1, 1991","1991-09-20","1991-12-01","","1"
"463543","http://www.metmuseum.org/art/collection/search/463543","La Miniatura a Ferrara: Dal tempo di Cosme Tura all'eredita di Ercole de' Roberti","Palazzo Schifanoia","","March 1–May 31, 1998","1998-03-01","1998-05-31","","2"
"463543","http://www.metmuseum.org/art/collection/search/463543","Treasures of a Lost Art: Italian Manuscript Painting of the Middle Ages and Renaissance","The Metropolitan Museum of Art","New York","September 30, 2003–February 1, 2004","2003-09-30","2004-02-01","","3"
"463543","http://www.metmuseum.org/art/collection/search/463543","Choirs of Angels: Painting in Italian Choir Books, 1300-1500","The Metropolitan Museum of Art","New York","November 25, 2008–April 12, 2009","2008-11-25","2009-04-12","","4"
"463607","http://www.metmuseum.org/art/collection/search/463607","Set in Stone: The Face in Medieval Culture","The Metropolitan Museum of Art","New York","September 26, 2006–February 18, 2007","2006-09-26","2007-02-18","","1"
"501496","http://www.metmuseum.org/art/collection/search/501496","","Title: Bassoon in C
Maker: Jean-Jacques Baumann (French, Paris","","1772–1845","","","","1"
"248696","http://www.metmuseum.org/art/collection/search/248696","","630–620 BCE
Culture: Greek, Rhodian ?
Medium: Gold
Dimensions: 1 1/8 × 1 5/8 in","Title: Gold rosette with the head of a griffin
Period: Archaic
Date: ca","1912","","","","1"
"247020","http://www.metmuseum.org/art/collection/search/247020","","51 9/16 in","Title: Bronze chariot inlaid with ivory
Period: Archaic
Date: 2nd quarter of the 6th century BCE
Culture: Etruscan
Medium: Bronze, ivory
Dimensions: total H","1903","","","","1"
"22135","http://www.metmuseum.org/art/collection/search/22135","","1650–75)
Date: ca","Title: Cup-Hilted Rapier
Sword maker: Cup signed Carlo Piccinino (Italian, Milan, active ca","1911","","","","1"
"436944","http://www.metmuseum.org/art/collection/search/436944","Espagnol jouant de la guitare","Salon","Paris","1861","","","no. 2098","1"
"436944","http://www.metmuseum.org/art/collection/search/436944","","Galerie Martinet","Paris","1861","","","","2"
"436944","http://www.metmuseum.org/art/collection/search/436944","Tableaux de M. Édouard Manet","Avenue de l'Alma","Paris","1867","","","no. 3","3"
"436944","http://www.metmuseum.org/art/collection/search/436944","","Société artistique des Bouches-du-Rhône","Marseilles","1868","","","no catalogue","4"
"436944","http://www.metmuseum.org/art/collection/search/436944","I. Internationale Kunstausstellung","Königlichen Glaspalaste","Munich","July 20–October 31, 1869","1869-07-20","1869-10-31","no. 1384","5"
"436944","http://www.metmuseum.org/art/collection/search/436944","Fourth Exhibition of the Society of French Artists","Durand-Ruel","London","1872","","","no. 38","6"
"436944","http://www.metmuseum.org/art/collection/search/436944","Exposition des œuvres de Édouard Manet","École Nationale des Beaux-Arts","Paris","1884","","","no. 8","7"
"436944","http://www.metmuseum.org/art/collection/search/436944","Exposition centennale de l'art français (1789–1889)","Exposition Internationale Universelle","Paris","1789–1889","","","no. 486","8"
"436944","http://www.metmuseum.org/art/collection/search/436944","Exposition de 24 tableaux et aquarelles par Manet formant la collection Faure","Durand-Ruel","Paris","1906","","","no. 7","9"
"436944","http://www.metmuseum.org/art/collection/search/436944","Loan Exhibition: Paintings by Édouard Manet, 1832–1883","Durand-Ruel","New York","November 29–December 13, 1913","1913-11-29","1913-12-13","no. 3","10"
"436944","http://www.metmuseum.org/art/collection/search/436944","Loan Exhibition of French Masterpieces of the Late XIX Century","Durand-Ruel","New York","March 20–April 10, 1928","1928-03-20","1928-04-10","no. 10","11"
"436944","http://www.metmuseum.org/art/collection/search/436944","Important Paintings by Great French Masters of the Nineteenth-century","Durand-Ruel","New York","February 12–March 10, 1934","1934-02-12","1934-03-10","no. 30","12"
