Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,Loci,score,description
32.150.1,False,True,True,322628,,Ancient Near Eastern Art,1932,Roundel,Window roundel,Sasanian,Sasanian,,,,,,,,,,,,,,,,,ca. 6th century CE,6,6,Stucco,"24 1/2 in., 80 lb. (62.2 cm)","Rogers Fund, 1932",|,,|,,,Mesopotamia,Ctesiphon,,,,Stucco-Architectural,,http://www.metmuseum.org/art/collection/search/322628,,,"Metropolitan Museum of Art, New York, NY",Palmettes,http://vocab.getty.edu/page/aat/300009995,https://www.wikidata.org/wiki/Q677655,,14,
32.150.176,False,False,True,322753,,Ancient Near Eastern Art,1932,Sculpture,Head,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 2nd century BCE–3rd century CE,-2,-2,Ceramic,2 1/2 in. × 2 in. × 1 1/2 in. (6.4 × 5.1 × 3.8 cm),"Rogers Fund, 1932",|,,|,,,Mesopotamia,Ctesiphon,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/322753,,,"Metropolitan Museum of Art, New York, NY",Heads,http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q3409626,,14,
32.150.191,False,False,True,322768,,Ancient Near Eastern Art,1932,Sculpture,Figure of an animal,Sasanian or Islamic,Sasanian–early Islamic,,,,,,,,,,,,,,,,,ca. 7th–8th century CE,600,800,"Bronze, green patina",1.87 in. (4.75 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Metalwork-Sculpture,,http://www.metmuseum.org/art/collection/search/322768,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,13,
32.150.190,False,False,True,322767,,Ancient Near Eastern Art,1932,Relief,Relief fragment with dog attacking a running ibex,Sasanian,Sasanian,,,,,,,,,,,,,,,,,ca. 6th century CE,500,600,Alabaster,6 3/4 × 5 3/4 in. (17.2 × 14.6 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Stone-Reliefs,,http://www.metmuseum.org/art/collection/search/322767,,,"Metropolitan Museum of Art, New York, NY",Dogs|Ibex,http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250124,https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q951220,,13,
32.150.146,False,False,True,322730,,Ancient Near Eastern Art,1932,Sculpture,Figure,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 1st–2nd century A.D,1,200,Ceramic,3 9/16 × 2 13/16 × 1 5/16 in. (9 × 7.2 × 3.35 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/322730,,,"Metropolitan Museum of Art, New York, NY",Birds|Male Nudes,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q40446,,13,
32.150.471,False,False,True,322845,,Ancient Near Eastern Art,1932,Relief,Relief fragment,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 1st–2nd century A.D,1,1,Ceramic,2.25 x 1.37 in. (5.72 x 3.48 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,probably from Ctesiphon or Seleucia,,,,Ceramics-Reliefs,,http://www.metmuseum.org/art/collection/search/322845,,,"Metropolitan Museum of Art, New York, NY",Hands,http://vocab.getty.edu/page/aat/300310193,https://www.wikidata.org/wiki/Q33767,,13,
67.246.10,False,False,True,325891,,Ancient Near Eastern Art,1967,Sculpture,Male figurine,Nabataean,Nabataean,,,,,,,,,,,,,,,,,ca. 1st century CE,1,100,Ceramic,2 5/16 × 1 7/8 × 9/16 in. (5.9 × 4.8 × 1.4 cm),"Gift of the American Expedition to Petra, 1967",From,,,,,Levant,Petra,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/325891,https://www.wikidata.org/wiki/Q116282422,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,13,
32.150.177,False,False,True,322754,,Ancient Near Eastern Art,1932,Sculpture,Head,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 2nd century BCE–3rd century CE,-2,-2,Ceramic,1.62 in. (4.11 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/322754,,,"Metropolitan Museum of Art, New York, NY",Heads,http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q3409626,,13,
32.150.470,False,False,True,322844,,Ancient Near Eastern Art,1932,Sculpture,Figure fragment,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 2nd century BCE–3rd century CE,-2,-2,Ceramic,2.25 x 1.5 in. (5.72 x 3.81 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/322844,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,,13,"During the Sasanian era many elite houses were richly decorated with stucco reliefs and other decoration. This small clay fragment of a female figure may have been used as a household decoration. Purchased by the Ctesiphon Expedition and attributed to the house at Maaridh I, this ceramic example finds parallels with the stucco reliefs of dancers and musicians excavated at the Maaridh houses. The city of Ctesiphon was located on the east bank of the Tigris River, 20 miles (32 km) south of modern Baghdad in Iraq. It flourished for more than 800 years as the capital of the Parthians and the Sasanians, the last two dynasties to rule the ancient Near East before the Islamic conquest in the seventh century. Systematic excavations in the Ctesiphon area were undertaken by an expedition in 192829 sponsored by the German Oriental Society (Deutsche Orient-Gesellschaft). The Metropolitan Museum of Art and the Staatliche Museen, Berlin, undertook a joint expedition for one season in 193132. Several excavations were conducted, including at the main palace (Taq-i Kisra), in a small fortified area south of the palace at Tell Dheheb, at multiple houses at the mounds of Maaridh, and at additional houses at a small mound called Umm ez-Zatir."
32.150.175,False,False,True,322752,,Ancient Near Eastern Art,1932,Sculpture,Fragment of a figure,Parthian,Parthian,,,,,,,,,,,,,,,,,ca. 2nd century BCE–3rd century CE,-200,300,Ceramic,3 1/16 × 1 13/16 × 1 1/8 in. (7.7 × 4.6 × 2.8 cm),"Rogers Fund, 1932",From,,,,,Mesopotamia,Ctesiphon,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/322752,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,,13,"During the Sasanian period many elite houses were richly decorated with stucco reliefs and other decoration. This small clay fragment of a female figure may have been used as a household decoration. Purchased by the Ctesiphon expedition and attributed to the house at Maaridh II, this ceramic example find parallels with the stucco reliefs of dancers and musicians excavated at the Maaridh houses. The city of Ctesiphon was located on the east bank of the Tigris River, 20 miles (32 km) south of modern Baghdad in Iraq. It flourished for more than 800 years as the capital of the Parthians and the Sasanians, the last two dynasties to rule the ancient Near East before the Islamic conquest in the seventh century. Systematic excavations in the Ctesiphon area were undertaken by an expedition in 192829 sponsored by the German Oriental Society (Deutsche Orient-Gesellschaft). The Metropolitan Museum of Art and the Staatliche Museen, Berlin, undertook a joint expedition for one season in 193132. Several excavations were conducted, including at the main palace (Taq-i Kisra), in a small fortified area south of the palace at Tell Dheheb, at multiple houses at the mounds of Maaridh, and at additional houses at a small mound called Umm ez-Zatir. Over the course of the excavations in the Ctesiphon area, six houses from a series of small mounds called el Maaridh were excavated. These houses follow typical Sasanian design with a mix of square and elongated rooms. Maaridh II is a large house that is entered through a small entry way rather than directly from the street. The house is divided into a utilitarian, or service, sector on the eastern side of the building, and a monumental decorated space to the west of the entryway. The western rooms were decorated with pillars, a double horseshoe archway, and stucco reliefs. A long barrel vaulted arched room, 19 meters in length, was probably the most important room of the house. It was entered through a smaller room with four pillars. This large house, with the excavated portion revealing more than 1800 square meters, represents an elite household."
2013.493.5,False,False,False,35883,,Arms and Armor,2013,Cabinet,Bashford Dean Presentation Cabinet,"American, New York",,,,,112081123,Maker|Maker, | ,Leonard Heinrich|Harvey Murton,"American (born Germany) Munich 1900–1966 Clarksville, New Jersey|American, Kingswood, Bronx 1907–2004 Yonkers, New York", | ,"Heinrich, Leonard|Murton, Harvey",German|American,1900      |1907      ,1966      |2004      ,|,|,|,1927,1927,1927,"Wood, iron",H. closed 8 5/8 in. (22.6 cm); W. closed 6 5/16 in. (16 cm); D. closed 2 5/64 in. (5.5 cm),"Gift of Dean K. Boorman, 2013",,New York,,New York,,,,,,,Miscellaneous-Ironwork,,http://www.metmuseum.org/art/collection/search/35883,,,"Metropolitan Museum of Art, New York, NY",Owls,http://vocab.getty.edu/page/aat/300310290,https://www.wikidata.org/wiki/Q8021345,,6,"Bashford Dean (18671928) was the founding curator of the Arms and Armor Department. Leonard Heinrich and Harvey Murton, the makers of this cabinet, were hired by Bashford Dean and both went on to work full-time in the Arms and Armor Department into the 1960s. Leonard Heinrich was brought over from Germany in 1923 by Dean to work in the Armor Shop carrying out restoration, installation and maintenance of the collection. Harvey Murton began working for Dean part time at age 12 and was hired by the Museum in 1929, shortly after Dr. Dean's death. The cabinet is a good example of their hand skills. The etching is said to have been done by Heinrich and the woodwork by Murton. The small brown wooden cabinet is trimmed with iron hardware and decorated with etched iron plaques. The body of the cabinet is rectangular and fronted with two full-length doors bound with iron bands. The cabinet has a curved pediment on top and a molded rectangular base. The pediment is faced with an etched iron plate decorated with a helmet with a crest consisting of a lion between a pair of horns and surrounded by mantling. An inscription along the bottom edge of this plate reads: LEONARD HEINRICH FEC. HARVEY MURTON (made by Leonard Heinrich and Harvey Murton). The top the pediment is fitted with a scalloped edge in iron. Each door is fitted with an etched circular plaque: that on the left is decorated with an owl and that on the right with three plain shields. The interior of the cabinet is fitted with a rectangular iron plaque etched with the Dean family arms at the top supported by a pair of griffins and below this in Gothic script: Presented / to / Dr. Bashford Dean / on his / Sixtieth / Birthday / 1867 Oktober 1927. The back of the cabinet is undecorated."
"2013.447a, b",False,False,False,35878,,Arms and Armor,2013,Medal with case,Daniel Giraud Elliot Gold Medal with Case,"American, New York",,,,,1625391124,Manufacturer|Retailer, | ,Tiffany & Co.|Harris & Shafer Co.,"American, established 1837|American, Washington, D.C., ca. 1870–1938", | ,Tiffany & Co.|Harris & Shafer Co., |American,1837      |1870      ,9999      |1938      ,|,http://vocab.getty.edu/page/ulan/500330306|,https://www.wikidata.org/wiki/Q1066858|,1921,1921,1921,"Gold, leather, textile",medal: Diam. 2 1/2 in. (6.35 cm); case 3 3/4 x 3 3/4 x 1 in. (9.53 x 9.53 x 2.54 cm); Wt. 6.55 oz. (185.7 g),"Purchase, Kenneth and Vivian Lam Gift, 2013",,New York,,New York,,,,,,,Miscellaneous-Coins and Medals,,http://www.metmuseum.org/art/collection/search/35878,,,"Metropolitan Museum of Art, New York, NY",Eagles|Men,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q8441,,6,"Bashford Dean (18671928), the founding curator of the Arms and Armor Department, was also a highly regarded scientist. The Elliot Medal, established in 1917, was awarded to Dean by the National Academy of Sciences in recognition of his magnum opus, The Bibliography of Fishes , published in three volumes between 1916 and 1923. Our collection includes a wealth of information about Dean's work as a curator, scholar, and collector of arms and armor, but very little about his scientific career. This medal, the capstone of Dean's work as a scientist, embodies that aspect of his life and work perfectly in a single, important and beautifully made object. Obverse: portrait bust of Daniel Giraud Elliot rendered in low relief, framed above in a semicircular arc by the words THE DANIEL GIRAUD ELLIOT MEDAL. Reverse: the upper half has an eagle on the left and a duck-billed dinosaur to the right separated in the center by a tree around which a snake is coiled. Beneath this the words AWARDED ANNUALLY/FOR PREEMINENCE IN/ZOOLOGY OR PALENTOLOGY. Beneath this a recessed compartment in which BASHFORD DEAN is engraved and to the right of this the date, 1921, also engraved. Below this at the bottom center there is a nautilus shell and the representation of waves. Along the lower right edge are the words TIFFANY & CO. Case: covered in pebbled red leather, hinged lid and spring catch. On the lid in gold lettering are the words Bashford Dean/1921. The interior of the base is lined with velvet and has a circular recess to receive the medal and a red silk ribbon to facilitate its removal. The interior of the lid is lined with a red satin printed in gold with the words Harris & Shafer CO/Washington, D. C."
23.149.1,False,False,True,32850,,Arms and Armor,1923,Kidney Dagger,Kidney Dagger in Gothic Style,French,,,,,1115,Maker, ,Henri Husson,"French, 1851–1914", ,"Husson, Henri",French,1852,1914,,,,ca. 1880–90,1855,1915,"Steel, wood (walnut), copper, black enamel",L. 17 in. (43.2 cm),"Gift of Jacques Reubell, 1923",,Mantes,,Île-de-France,,,,,,,Forgeries,,http://www.metmuseum.org/art/collection/search/32850,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,6,
35.52,False,False,True,32177,,Arms and Armor,1935,Letter,Letter from George Washington to New York Governor George Clinton,American,,,,,162691174,Author|Maker, |In the hand of,George Washington|Tench Tilghman,"American, 1732–1799|1774–1786", | ,"Washington, George|Tilghman, Tench",American| ,1732      |1774      ,1799      |1786      ,|,http://vocab.getty.edu/page/ulan/500126198|,https://www.wikidata.org/wiki/Q23|,1780,1780,1780,"Ink, paper",13 1/2 x 8 3/8 in. (34.2 x 21.2 cm),"Rogers Fund, 1935",,New Windsor,,New York,,,,,,,Works on Paper-Miscellaneous,,http://www.metmuseum.org/art/collection/search/32177,,,"Metropolitan Museum of Art, New York, NY",Correspondence|George Washington,http://vocab.getty.edu/page/aat/300026877|http://vocab.getty.edu/page/ulan/500126198,https://www.wikidata.org/wiki/Q1784733|https://www.wikidata.org/wiki/Q23,,6,"This letter from George Washington to Governor George Clinton of New York (17391812) was written by Tench Tilghman, aide-de-camp to General Washington. It is dated ""Head Quarters, New Windsor, 19 December, 1780."" The letter requests that workmen at the armory in Albany be exempted from service in the Militia. The full text of the letter reads: ""Head Quarters New Windsor 19th: December 1700 Dear Sir We have an Armoury at Albany at which all the Arms in this quarter have been constantly repaired, to a very great amount. Several of the Workmen are Citizens, and as they are liable to be called out into the Militia service, they are every now and then taken off, and the public work thereby impeded. As they are so usefully employed, I would request your Excellency, if it can be done consistently, to grant those who are with Mr. Shephard the principal Armourer an exeption from military duty while in his service. I have the honor to be with very great Respect your Excellency's most oft and humble servant G. Washington His Excellency Gov. Clinton"""
04.3.288,False,False,True,25419,,Arms and Armor,1904,Pommel plate,Pommel Plate,"German, Augsburg",,,,,945,Etcher,Attributed to,Jörg Sorg the Younger,"German, Augsburg, ca. 1522–1603", ,"Sorg the Younger, Jörg",German,1500,1625,,http://vocab.getty.edu/page/ulan/500062195,https://www.wikidata.org/wiki/Q99659076,ca. 1550,1525,1575,"Steel, gold","9 x 6 in. (22.9 x 15.2 cm), wt. 7 oz. (185 g)","Rogers Fund, 1904",,Augsburg,,Bavaria,,,,,,,Equestrian Equipment-Saddles,,http://www.metmuseum.org/art/collection/search/25419,,,"Metropolitan Museum of Art, New York, NY",Lions,http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q140,,6,"The large mask of a lion with a fiery mane and the crescent pattern of the border decoration, just discernible at the edges of the plate, identify this pommel as part of a complex group of armors or armor garnitures made in Augsburg about 1550. More than forty individual pieces from this group in The Metropolitan Museum of Art represent the remains of two or perhaps three different but closely related armors. The ornamentation that unites the group is attributed to the Augsburg etcher Jörg Sorg the Younger (ca. 15221603) on the basis of an illustrated album, known as the Stuttgarter Harnisch-Musterbuch , which depicts armors decorated by Sorg for various clients (Württembergisches Landesmuseum, Stuttgart). Of the three armors in the album decorated in this manner, two are listed as having been made for Spanish noblemen in 1551 and 1553. While there is no direct link between the armors in the Sorg album and the elements in the Metropolitan Museum, most of the Museum's pieces can be traced to London auction catalogues from the 1840s and 1850s, which identify several of them as having come from Spanish collections."
2016.628,False,True,False,35865,,Arms and Armor,2016,Helmet prototype,Model T-21 E2 Helmet Prototype,"American, New York",,,,,1120816599,Armorer|Armorer, | ,"Leonard Heinrich|The Metropolitan Museum of Art, Armor Workshop","American (born Germany) Munich 1900–1966 Clarksville, New Jersey| ", | ,"Heinrich, Leonard|The Metropolitan Museum of Art, Armor Workshop",German|American,1900      |          ,1966      |          ,|,|http://vocab.getty.edu/page/ulan/500125157,|https://www.wikidata.org/wiki/Q160236,1945,1945,1945,Aluminum,H. 7 in. (17.8 cm); W. 9 7/16 in. (24 cm); D. 10 3/4 in. (27.3 cm); Wt. 1 lb. 8.4 oz. (691.7 g),"The Metropolitan Museum of Art, 1945; Museum Accession, 2016",,New York,,New York,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/35865,,,"Metropolitan Museum of Art, New York, NY",,,,,5,"Contoured nearly hemispherical helmet bowl forged from a single piece of aluminum, the bottom edge flaring out to form a slight peak in the front and a brim around the circumference. There are two small rectangular metal loops riveted to either side of the bowl for the attachment of a chin strap (no chin strap present). The bowl is hand hammered and has not been polished smooth, leaving hammer marks overall, but more prominently on the interior. The exterior surface has light abrasions and scratches. Written in black ink or paint on the rear of the interior: Helmet T21 E2/ .092 Aluminum NON BALLISTIC/ Wt. 1 lb 7 oz/ The Metropolitan Museum of Art, NY/ May 23, 1945. The following description of the T21 helmet model comes from an officially restricted publication, Helmets and Body Armor , Office of the Chief of Ordnance (Washington, D.C., n.d. [1945?]), p. 34: ""Designed to reduce the size of helmets [i.e. the Model M1] for ground force use, without any sacrifice of the protective area, the shape of the T21 helmet is based on anthropometric studies of the contour of the human head. This helmet is the smallest size that can be provided with a liner. It is shaped so that at all points on the body of the helmet there is a curvature in both directions, thus making a stronger, more protective helmet than is otherwise possible. Status: Development models. Weight2 lb., 2 oz. (without liner)."" It should be noted that in addition to making this T21 prototype in 1945, in 1940 or 1941 Leonard Heinrich also made an original prototype model designated TS-2, the next stage of which, the TS-3, was adopted as the classic M1 helmet used by US forces throughout WWII (see Chris Armold, Steel Pots: The History of America's Steel Combat Helmets , San Jose, 1997, especially pp. 8083). The T21 was intended as a refinement of the M1. According to Armold (p. 156), several examples of the T21 were made [in ballistic steel] and tested, but the helmet did not make it into production."
2016.627.1,False,False,False,738380,,Arms and Armor,2016,"Abdomen, groin, and thigh armor prototype","T-31 Prototype Abdomen, Groin, and Thigh Armor","American, New York",,,,,1.66E+15,Armorer|Designer|Armorer, | | ,"The Metropolitan Museum of Art, Armor Workshop|Stephen V. Grancsay|Leonard Heinrich"," |American, Brooklyn 1897–1980 New York|American (born Germany) Munich 1900–1966 Clarksville, New Jersey", | | ,"The Metropolitan Museum of Art, Armor Workshop|Grancsay, Stephen V.|Heinrich, Leonard",American|American|German,          |1897      |1900      ,          |1980      |1966      ,||,http://vocab.getty.edu/page/ulan/500125157|http://vocab.getty.edu/page/ulan/500524417|,https://www.wikidata.org/wiki/Q160236||,1944,1944,1944,"Steel, textile, metal alloy",H. 19 1/4 in. (48.9 cm); W. 16 1/2 in. (41.9 cm); D. 9 in. (22.9 cm),"The Metropolitan Museum of Art, 1944; Museum Accession, 2016",,New York,,New York,,,,,,,Armor Parts,,http://www.metmuseum.org/art/collection/search/738380,,,"Metropolitan Museum of Art, New York, NY",,,,,5,"Comprised of eight steel plates, unpolished and rough from the hammer, covering the lower abdomen, crotch, and top of the front of the right thigh. The plates consist of hour horizontal lames, a shaped lame at the base of the crotch, and three plates over the upper thigh. The plates are joined by rivets. Additionally, there are two vertically placed internal canvas straps: one running down the center of the abdomen and the other in the center of the thigh area. There is a canvas strap and buckle at the base of the lower thigh lame for a strap that would encircle the thigh. There are three equally spaced holes in the center lame from the top. Each hole is lined on the inside with a grommet. A cloth tag attached to the top of the canvas strap is labelled in pencil: ""Abdomen, groin + thigh defense/ T-31/ developed by Mr. Grancsay of Met Art Museum/ 6-24-44."" A paper tag attached to the buckle at the base of the thigh reads: ""GROIN/ ENGINEERS,"" The armor was probably made by Leonard Heinrich in the Armor Shop of the Metropolitan Museum of Art under the direction of Stephen V. Granscay. See the related knee defense and greave, T-29, apparently made to be worn with this armor."
2016.627.2,False,False,False,738391,,Arms and Armor,2016,Right thigh and knee defense (poleyn) prototype,T-29 Prototype Right Thigh and Knee Defense ( Poleyn),"American, New York",,,,,1.66E+15,Armorer|Armorer|Designer, | | ,"The Metropolitan Museum of Art, Armor Workshop|Leonard Heinrich|Stephen V. Grancsay"," |American (born Germany) Munich 1900–1966 Clarksville, New Jersey|American, Brooklyn 1897–1980 New York", | | ,"The Metropolitan Museum of Art, Armor Workshop|Heinrich, Leonard|Grancsay, Stephen V.",American|German|American,          |1900      |1897      ,          |1966      |1980      ,||,http://vocab.getty.edu/page/ulan/500125157||http://vocab.getty.edu/page/ulan/500524417,https://www.wikidata.org/wiki/Q160236||,1944,1944,1944,"Steel, textile, metal alloy",H. 11 1/2 in. (29.2 cm); W. 8 3/4 in. (22.2 cm); D. 6 1/2 in. (16.5 cm),"The Metropolitan Museum of Art, 1944; Museum Accession, 2016",,New York,,New York,,,,,,,Armor Parts,,http://www.metmuseum.org/art/collection/search/738391,,,"Metropolitan Museum of Art, New York, NY",,,,,5,"Comprised of four shaped steel plates, unpolished and rough from the hammer, made to cover he area at the base of the right thigh, all of the knee, and the upper shin just below the knee. The knee piece is in the form of a typical 16th century knee defense, or poleyn, with a side wing extending away from the outer edge. There are two canvas straps and buckles on the knee piece and the plate below. The latter plate has six holes arranged in a vertical row in its center, the lowest four holes being lined with grommets, and intended to engage a stud or pin fixture on the center top of the matching greave (also T-29). A cloth tag attached to one of the straps reads: ""Thigh + knee defense/ T-29/ designed by Mr. Granscay at Met Art Museum 6-24-44."" A paper tag reads: ""#22 GROIN/ ENGINEERS/ THIGH + KNEE."" This knee defense was probably made by Leonard Heinrich in the Armor Shop of the Metropolitan Museum of Art under the direction of Stephen V. Granscay. See the related abdomen, groin and thigh defense, T-31, and greave, T-29."
2016.627.3,False,False,False,738393,,Arms and Armor,2016,Right greave (shin and calf armor) prototype,T-29 Prototype Right Greave (Shin and Calf Armor),"American, New York",,,,,1.12E+15,Armorer|Designer|Armorer, | | ,"Leonard Heinrich|Stephen V. Grancsay|The Metropolitan Museum of Art, Armor Workshop","American (born Germany) Munich 1900–1966 Clarksville, New Jersey|American, Brooklyn 1897–1980 New York| ", | | ,"Heinrich, Leonard|Grancsay, Stephen V.|The Metropolitan Museum of Art, Armor Workshop",German|American|American,1900      |1897      |          ,1966      |1980      |          ,||,|http://vocab.getty.edu/page/ulan/500524417|http://vocab.getty.edu/page/ulan/500125157,||https://www.wikidata.org/wiki/Q160236,1944,1944,1944,"Steel, textile",H. 13 3/4 in. (34.9 cm); W. 5 in. (12.7 cm); D. 5 3/4 in. (14.6 cm),"The Metropolitan Museum of Art, 1944; Museum Accession, 2016",,New York,,New York,,,,,,,Armor Parts,,http://www.metmuseum.org/art/collection/search/738393,,,"Metropolitan Museum of Art, New York, NY",,,,,5,"Comprised to two plates, unpolished and rough from the hammer, in the form of a European greave of ca. 1525-50, covering the shin and calf of the right leg from the base of the knee to the top of the foot. The plates are joined by two hinges on the outside of the leg and closed by two studs engaging two corresponding holes on the inside of the leg. There is a single stud or pin at the top center of the front plate, by which the top of the greave is attached to the bottom plate of the corresponding knee defense (also T-29). There is a vertical staple at the top center of the rear or calf plate, which would secure the canvas strap on the lowest lame of the knee defense when that strap was buckled around the leg. There is a paper tag that reads: ""#22 GROIN/ ENGINEERS/ GREAVE."" The greave was probably made by Leonard Heinrich in the Armor Shop of the Metropolitan Museum of Art under the direction of Stephen V. Granscay. See the related abdomen, groin and thigh defense, T-31, and knee defense, T-29. Presumably there was matching cuisse (defense for the front of the thigh) connecting the components of T-31 with the knee and shin assemblage of T-29, which would have been numbered T-30."
2015.491,False,False,False,693854,,Arms and Armor,2015,Photograph,"Suraj Uddin Mending Chain Mail, Jaipur, 1926","Indian, Jaipur",,,,,18626,Photography Studio,possibly by,Gobindram and Oodeyram,"Indian, Jaipur, active late 19th–mid-20th century", ,Gobindram and Oodeyram, ,1850,1975,,,,1926,1926,1926,Probably gelatin silver print on mat board,5 7/8 x 7 7/8 in. (15 x 20 cm); mat: 10 x 12 in. (25.4 x 30.5 cm),"Purchase, 1926",,Jaipur,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/693854,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Working,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q6958747,,5,"This photograph and 2015.492 were taken for Dr. Bashford Dean (first curator of the Metropolitan Museum of Art's Department of Arms and Armor) in response to his request for evidence of any living craftsmen in India who were still making mail armor in the traditional way. A survey of British Residents across India was undertaken on Dean's behalf by Major R. B. Seymour Sewell, Director of the Zoological Survey of India, Indian Museum, Calcutta. The result was that only a single artisan was found, identified as Suraj Uddin in correspondence between Sewell and Dean. Sewell received these photographs from the Resident at Jaipur and mailed them to Dean from Calcutta with a letter dated November 23, 1926. Although sought by Dean for research purposes only, these photographs can be recognized now for their rarity and importance on several counts: they are remarkably well documented Indian examples of the petit métier genre of recording local craft traditions, which began in Europe in the late Middle Ages through the medium of prints and continued via photography into the 1950s; it is extremely unusual, possibly unique, that the name of the craftsman is recorded; as studio photographs made in Jaipur in the 1920s, these photographs may be attributable to Gobindram and Oodeyram, the leading photographers in Jaipur from the 1880s and still active as late as the 1970s; as Dean originally intended, the photographs are invaluable for the tools, materials and the activity that they document. Wearing a turban and white jacket, the craftsman Suraj Uddin sits on the floor in front of a low cloth covered table on which his tools, materials, and a large piece of mail armor are carefully laid out. He holds tools in both hands and is seen in the process of repairing an area of the mail. Behind him to the viewers left there are a wooden box and more mail and tools, and to the right a box or chest covered by another mail garment. All this is arranged in front of a painted studio backdrop."
1970.45.8,False,False,False,309647,,"Arts of Africa, Oceania, and the Americas",1970,Bear figure,Stone Bear,Inuit,,,,,6350,Artist, ,Kudloo Angootikjuak, , ,"Angootikjuak, Kudloo", ,1943,9999,,,,1967,1967,1967,Stone,H. 7 7/16 x W. 3 1/8 x D. 3 1/8 in. (19 x 8 x 7.9 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309647,,,"Metropolitan Museum of Art, New York, NY",Bears,http://vocab.getty.edu/page/aat/300266516,https://www.wikidata.org/wiki/Q30090244,,12,
