Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,Loci,score,description
1986.307.8,False,False,False,4901,774,The American Wing,1986,Plate,Plate,American,,,,,1.75E+14,Decorator|Maker|Maker, | |After,L. T. Lloyde|Haviland & Co.|Dorothea Warren O'Hara," |American and French, 1864–1931|American, Kansas City, Missouri 1873–1972 Delray Beach, Florida", | | ,"Lloyde, L. T.|Haviland & Co.|O'Hara, Dorothea Warren",American|American and French|American,          |1864      |1873      ,9999      |1931      |1972      ,||Female,|http://vocab.getty.edu/page/ulan/500524349|http://vocab.getty.edu/page/ulan/500524506,|https://www.wikidata.org/wiki/Q3128706|https://www.wikidata.org/wiki/Q20994026,ca.1908,1908,1908,"Porcelain, overglaze enamel decoration",H. 1 1/4 in. (3.2 cm); Diam. 8 1/2 in. (21.6 cm),"Purchase, Friends of the American Wing Fund and Anonymous Gift, 1986",Made in|Made in,Limoges,Haute-Vienne,Haute-Vienne,United States|France,Western,,,,,,,http://www.metmuseum.org/art/collection/search/4901,https://www.wikidata.org/wiki/Q98224435,,"Metropolitan Museum of Art, New York, NY",,,,,15,
67.654.51,False,False,False,17122,,The American Wing,1967,Drawing,Design for “Woman in a Pergola with Wisteria” window,American,,,,,1.63E+26,Maker|Patron|Artist|Maker|Maker, |Commissioned by| |Possibly|Possibly,Tiffany Studios|Raphael de Lamar|Louis C. Tiffany|Tiffany Glass Company|Tiffany Glass and Decorating Company,"1902–32|1843–1918|American, New York 1848–1933 New York|1885–92|American, 1892–1902", | | | | ,"Tiffany Studios |Lamar, Raphael de|Tiffany, Louis C.|Tiffany Glass Company|Tiffany Glass and Decorating Company", |American|American|American|American,1902      |1843      |1848      |1885      |1892      ,1932      |1918      |1933      |1892      |1902      ,||||,http://vocab.getty.edu/page/ulan/500331813||http://vocab.getty.edu/page/ulan/500030415|(not assigned)|http://vocab.getty.edu/page/ulan/500331512,https://www.wikidata.org/wiki/Q19587243||https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243|,ca. 1915,1910,1920,"Watercolor, pen and brown ink, and graphite on translucent paper adhered to artist board in original metallic gold window mat","Overall: 21 15/16 x 28 7/8 in. (55.7 x 73.3 cm)
Design: 19 1/2 x 22 in. (49.5 x 55.9 cm)","Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/17122,,,"Metropolitan Museum of Art, New York, NY",Gardens|Women|Plants,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q756,,13,
1990.315,False,False,False,13503,,The American Wing,1990,Window,Hibiscus and Parrots,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1923,Leaded Favrile glass,26 x 17 3/4 in. (66 x 45.1 cm),"Gift of Earl and Lucille Sydnor, 1990",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/13503,,,"Metropolitan Museum of Art, New York, NY",Parrots|Flowers|Leaves,http://vocab.getty.edu/page/aat/300250076|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q15548309|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971,,13,
1996.452,False,False,False,15596,743,The American Wing,1996,Vase,Vase,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,1904–ca. 1914,1904,1917,Glazed white earthenware,8 x 13 1/2 in. (20.3 x 34.3 cm),"Gift of Paul and Chloe Nassau, 1996",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/15596,https://www.wikidata.org/wiki/Q116328977,,"Metropolitan Museum of Art, New York, NY",Plants,http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q756,,13,
1986.307.5,False,False,False,3189,774,The American Wing,1986,Plate,Plate,American,,,,,1552142,Maker|Decorator, | ,J. Pouyat|Anna B. Leonard, | , | ,"Pouyat, J.|Leonard, Anna B.",French|American,          |          ,9999      |9999      ,|Female,|,|,ca. 1903,1903,1903,"Porcelain, overglaze enamel decoration and gilding",H. 1 1/4 in. (3.2 cm); Diam. 10 3/16 in. (25.9 cm),"Purchase, Friends of the American Wing Fund and Anonymous Gift, 1986",Made in|Made in,Limoges,Haute-Vienne,Haute-Vienne,United States|France,,,,,,,,http://www.metmuseum.org/art/collection/search/3189,https://www.wikidata.org/wiki/Q116391781,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,13,
1990.314.13,False,False,False,13516,774,The American Wing,1990,Pen brush,Pen Brush,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1905–20,1902,1923,Bronze,2 1/2 x 3 x 3 in. (6.4 x 7.6 x 7.6 cm),"Gift of Estate of John F. Scharffenberger, 1990",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/13516,https://www.wikidata.org/wiki/Q116329397,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,13,
1990.314.22,False,False,False,13525,774,The American Wing,1990,Plaque,Plaque,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1905–20,1902,1923,Bronze,Diam. 9 1/2 in. (24.1 cm),"Gift of Estate of John F. Scharffenberger, 1990",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/13525,https://www.wikidata.org/wiki/Q116329337,,"Metropolitan Museum of Art, New York, NY",Male Nudes|Female Nudes|Leaves|Angels,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300011892|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q33971|https://www.wikidata.org/wiki/Q235113,,13,
1990.314.23,False,False,False,13526,774,The American Wing,1990,Plaque,Plaque,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1905–20,1902,1923,Bronze,6 9/16 x 4 1/2 in. (16.7 x 11.4 cm),"Gift of Estate of John F. Scharffenberger, 1990",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/13526,https://www.wikidata.org/wiki/Q116329316,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,13,
2014.698.2,False,False,False,669898,743,The American Wing,2014,Vase,Vase with serpent mounts,"American, Russian",,,,,4.57E+12,Artist|Manufacturer|Manufacturer,Workmaster: Johan| | ,Viktor Aarne|House of Carl Fabergé|Tiffany Furnaces, | |New York, | | ,"Aarne, Viktor|FABERGÉ, HOUSE OF CARL|Tiffany Furnaces",Finnish| |American,1863      |          |          ,1934      |          |9999      ,||,(not assigned)|http://vocab.getty.edu/page/ulan/500645516|http://vocab.getty.edu/page/ulan/500330299,https://www.wikidata.org/wiki/Q4054142|https://www.wikidata.org/wiki/Q2567352|,"Glass: 1897–99, Mounts: 1899–1904",1897,1899,Blown Favrile glass; silver gilt mounts,6 3/8 in. (16.2 cm),"Gift of the children of Malcom S. Forbes, in his memory, 2014",Made in|Made in,St. Petersburg|New York,Corona,Corona,Russia|United States,,,,,,,,http://www.metmuseum.org/art/collection/search/669898,https://www.wikidata.org/wiki/Q116444459,,"Metropolitan Museum of Art, New York, NY",Serpents,http://vocab.getty.edu/page/aat/300417734,https://www.wikidata.org/wiki/Q2102,,13,
96.17.51,False,False,True,6907,706,The American Wing,1896,Roundel,Roundel,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902", | ,"Tiffany, Louis C.|Tiffany Glass and Decorating Company",American|American,1848      |1892      ,1933      |1902      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512,https://www.wikidata.org/wiki/Q312950|,1893–96,1893,1896,Favrile glass,Diam. 14 1/2 in. (36.8 cm),"Gift of H. O. Havemeyer, 1896",Made in,New York,Queens,Queens,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/6907,https://www.wikidata.org/wiki/Q116353674,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,13,
60.165,False,False,True,471898,,The Cloisters,1960,Antiphonary; Manuscript,Benedictine Antiphonary,Italian,,,,,16166,Artist, ,Belbello da Pavia,"Italian, born Lombard, active ca. 1420–70",and collaborators,Belbello da Pavia,Italian,1420,1470,,http://vocab.getty.edu/page/ulan/500026052,https://www.wikidata.org/wiki/Q1627141,ca. 1467–70,1467,1470,"Tempera, gold, and ink on parchment; binding: leather over wood boards with copper alloy corner mounts and bosses","Overall (closed): 23 1/8 x 16 3/4 x 3 5/8 in. (58.7 x 42.5 x 9.2 cm)
Overall (opened (approx.)): 23 1/8 x 32 1/4 x 11 in. (58.7 x 81.9 x 27.9 cm)
Overall (folio): 22 1/8 x 16 1/8 in. (56.2 x 41 cm)
Stave ht.: 1 5/8 in. (4.2 cm)","Gift of Robert Lehman, 1960",Made in,,,,Italy,Lombardy,,,,,Manuscripts and Illuminations,,http://www.metmuseum.org/art/collection/search/471898,https://www.wikidata.org/wiki/Q20201071,,"Metropolitan Museum of Art, New York, NY",,,,,12,
1980.32.3,False,False,True,470300,,The Cloisters,1980,Horse trapping,Horse Trapping,Catalan,,,,,,,,,,,,,,,,,,14th century,1300,1399,"Gilded copper alloy, with enamels","Overall: 9 1/16in. (23cm)
Diameter: 2 3/4 in. (7 cm)","Gift of Ruth Blumka, 1980",Made in,,,,Spain,Catalonia,,,,,Metalwork-Copper alloy,,http://www.metmuseum.org/art/collection/search/470300,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,12,
49.60.14b,False,False,True,471336,,The Cloisters,1949,Base,Double Column Base,French,,,,,,,,,,,,,,,,,,13th–14th century,1200,1399,Limestone or sandstone,9 1/4 × 20 × 11 1/4 in. (23.5 × 50.8 × 28.6 cm),"The Cloisters Collection, 1949",Made in|Made in,Bonnefont,|,Bonnefont,France|France,,,,,,Sculpture-Architectural,,http://www.metmuseum.org/art/collection/search/471336,,,"Metropolitan Museum of Art, New York, NY",Architecture,http://vocab.getty.edu/page/aat/300263552,https://www.wikidata.org/wiki/Q12271,,12,
56.171.73,False,False,False,471742,,The Cloisters,1956,Dish,Deep Dish,European,,,,,,,,,,,,,,,,,,late 19th–early 20th century (1440–50 style),1875,1951,Tin-glazed earthenware,Overall: 14 1/4 in. (36.2 cm),"The Cloisters Collection, 1956",Made in,probably Manises,,Valencia,Spain,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/471742,,,"Metropolitan Museum of Art, New York, NY",Dishes,http://vocab.getty.edu/page/aat/300404900,https://www.wikidata.org/wiki/Q57216,,11,
56.171.75,False,False,False,471744,,The Cloisters,1956,Platter,Platter,European,,,,,,,,,,,,,,,,,,late 19th–early 20th century (1450–1470 style),1875,1913,Tin-glazed earthenware,Overall: 16 7/8 in. (42.9 cm),"The Cloisters Collection, 1956",Made in,probably Manises,,Valencia,Spain,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/471744,,,"Metropolitan Museum of Art, New York, NY",Dishes,http://vocab.getty.edu/page/aat/300404900,https://www.wikidata.org/wiki/Q57216,,11,
56.171.117,False,False,False,471778,,The Cloisters,1956,Dish,Dish,Spanish,,,,,,,,,,,,,,,,,,late 19th–early 20th century (mid-15th century style),1875,1951,Tin-glazed earthenware,Overall: 17 3/4 in. (45.1 cm),"The Cloisters Collection, 1956",Made in,probably Manises,,Valencia,Spain,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/471778,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Dishes,http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/aat/300404900,https://www.wikidata.org/wiki/Q14659|https://www.wikidata.org/wiki/Q57216,,11,
"56.171.74a, b",False,False,True,471743,,The Cloisters,1956,Bowl with cover,Bowl with Cover,Spanish,,,,,,,,,,,,,,,,,,third quarter 16th century,1575,1599,Tin-glazed earthenware,"15 1/2 × 15 5/16 in. (39.3 × 38.9 cm)
Other (Bowl): 6 5/8 × 15 1/4 in. (16.9 × 38.7 cm)
Other (Lid): 9 × 15 5/16 in. (22.8 × 38.9 cm)","The Cloisters Collection, 1956",Made in,probably Manises,,Valencia,Spain,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/471743,https://www.wikidata.org/wiki/Q116248175,,"Metropolitan Museum of Art, New York, NY",Bowls,http://vocab.getty.edu/page/aat/300203596,https://www.wikidata.org/wiki/Q153988,,11,
1979.186,False,False,True,469841,,The Cloisters,1979,Roundel,Roundel with Architecture (from a series of The Septem Artes Mechanicae),German,,,,,13883816312,Artist|Artist,After|Based on a composition by,Monogrammist SZ|Jörg Breu the Elder,"German, active 16th century|German, Augsburg 1480–1537 Augsburg", | ,"Monogrammist SZ|Breu, Jörg, the Elder",German|German,1500      |1480      ,1600      |1537      ,|,|http://vocab.getty.edu/page/ulan/500015741,|https://www.wikidata.org/wiki/Q567337,after 1563,1563,1599,"Colorless glass, silver stain and vitreous paint",Overall: 8 3/4 x 5/16 in. (22.2 x 0.8 cm),"The Cloisters Collection, 1979",Made in,,,Augsburg,Germany,,,,,,Glass-Painted,,http://www.metmuseum.org/art/collection/search/469841,https://www.wikidata.org/wiki/Q20201025,,"Metropolitan Museum of Art, New York, NY",Men|Architecture|Working|Buildings,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300263552|http://vocab.getty.edu/page/aat/300412186|http://vocab.getty.edu/page/aat/300004789,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q12271|https://www.wikidata.org/wiki/Q6958747|https://www.wikidata.org/wiki/Q41176,,11,
26.63.4,False,False,True,470303,,The Cloisters,1926,Statue,Virgin and Child,French,,,,,,,,,,,,,,,,,,ca. 1525–30,1522,1533,"Stone, paint, gilt",41 1/4in. (104.7cm),"The Cloisters Collection, 1926",Made in,Troyes,,Champagne,France,,,,,,Sculpture-Stone,,http://www.metmuseum.org/art/collection/search/470303,https://www.wikidata.org/wiki/Q20201338,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,,11,
30.113.6,False,False,True,471059,10,The Cloisters,1930,Panel,Heraldic Panel of Wilhelm von Weitingen,German,,,,,,,,,,,,,,,,,,1518,1518,1518,"Pot metal glass, flashed glass, paint and stain",Overall: 24 x 16 1/2 in. (61 x 41.9 cm),"The Cloisters Collection, 1930",Made in,Sulz am Neckar,,Swabia,Germany,,,,,,Glass-Stained,,http://www.metmuseum.org/art/collection/search/471059,https://www.wikidata.org/wiki/Q20201059,,"Metropolitan Museum of Art, New York, NY",Men|Armor,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300226591,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q20793164,,11,
C 015211,True,False,False,889914,,The Libraries,,,Nicolás De Jesús : a Mexican artist for global justice,,,,,,22048,Artist, ,Nicolás de Jesús,"Mexican, born 1960", ,"de Jesús, Nicolás",Mexican,1960,9999,,,,2022,2022,2022,,175 pages : color illustrations ; Height: 11 in. (28 cm),,|,Munich|Purchase,|,New York,Germany,,,,,,,,http://www.metmuseum.org/art/collection/search/889914,,,"Metropolitan Museum of Art, New York, NY",,,,,10,
Z271 .W413 1980,True,False,False,892556,,The Libraries,,,The art of marbling,,,,,,1.83E+16,Printer|Author|Illustrator, | | ,Bird & Bull Press|Franz Weisse|Richard J. Wolfe,"Newtown, Pennsylvania|German, 1878–1952|American, 1928–2017", | | ,"Bird & Bull Press|Weisse, Franz|Wolfe, Richard J.",American|German|American,1958      |1878      |1928      ,2013      |1952      |2017      ,||,||,||,1980,1980,1980,,"78, [3] pages, 14 leaves of plates : illustrations (14 color) ; Height: 11 in. (28 cm)",Gift of Mary C. Schlosser,|,North Hills,|,Pennsylvania,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/892556,,,"Metropolitan Museum of Art, New York, NY",,,,,10,
Publishers Bindings 967,True,False,False,872031,,The Libraries,,,The white shield,,,,,,9.39E+18,Publisher|Artist|Publisher|Author, | | | ,"Knickerbocker Press|Margaret Neilson Armstrong|G.P. Putnam & Co., New York|Myrtle Reed","New York, NY|American, New York 1867–1944 New York| |American, 1874–1911", | | | ,"Knickerbocker Press|Armstrong, Margaret Neilson|G.P. Putnam & Co., New York|Reed, Myrtle",American|American| |American,1900      |1867      |          |1874      ,1999      |1944      |          |1911      ,|Female||Female,|http://vocab.getty.edu/page/ulan/500121347||(not assigned),|https://www.wikidata.org/wiki/Q2026837||https://www.wikidata.org/wiki/Q536012,1912,1912,1912,,"xi, 343 pages, 5 unnumbered leaves of plates : illustrations (1 color), music",,|,New York|London,|,New York,England,,,,,,,,http://www.metmuseum.org/art/collection/search/872031,,,"Metropolitan Museum of Art, New York, NY",,,,,10,
130.8 C23,True,False,True,724625,,The Libraries,,,Istruzione elementare per gli studiosi della scultura,,,,,,7880,Author, ,Francesco Carradori,"Italian, Pistoia, 1747–1825", ,"Carradori, Francesco",Italian,1747,1825,,(not assigned),https://www.wikidata.org/wiki/Q17510939,1802,1802,1802,,"4 unnumbered pages, XXXVII pages, XVII leaves of plates : illustrations ; Height: 11 7/16 in. (29 cm)",,|,Firenze|Pisa,|,,Italy|Italy,,,,,,,,http://www.metmuseum.org/art/collection/search/724625,https://www.wikidata.org/wiki/Q29388409,,"Metropolitan Museum of Art, New York, NY",,,,,9,
PA6555 .A2 1585,True,False,True,679629,,The Libraries,,,A. Persii Satyrarum liber I.D. Iunii Iuuenalis Satyrarum lib. V. Supliciae Satyra I : cum veteribus commentarijs nunc primum editis ex bibliotheca P. Pithoei I C. cuius etiam notae quaedam adiectae sunt,,,,,,1.85E+30,Author|Author|Author|Publisher|Printer|Author, | | | | | ,Pierre Pithou|Sulpicia|Persius|Robert Estienne|Mamert Patisson|Decimus Junius Juvenal,"French, 1539–1596| | | | |Aquinum 55/60?–?127/140", | | | | | ,"Pithou, Pierre|Sulpicia|Persius|Estienne, Robert|Patisson, Mamert|Juvenal, Decimus Junius",French| |German|French|French|Roman,1539      |          |          |          |          |0055      ,1596      |          |          |          |          |0140      ,|||||,|||||(not assigned),|||||https://www.wikidata.org/wiki/Q193800,1585,1585,1585,,"12, 302, 10 pages; Height: 6 11/16 in. (17 cm)","Gift of Jayne Wrightsman, 2009",|,Paris|Paris,|,,France|France,,,,,,,,http://www.metmuseum.org/art/collection/search/679629,https://www.wikidata.org/wiki/Q29388254,,"Metropolitan Museum of Art, New York, NY",,,,,9,
PQ4567 .A2 1584,True,False,True,679465,,The Libraries,,,Orlando furioso di M. Lodouico Ariosto nuouamente adornato di figure di rame da Girolamo Porro Padouano ; et di altre cose che saranno notate nella sequente facciata,,,,,,1.85E+64,Author|Author|Author|Author|Author|Author|Author|Author|Author|Publisher|Engraver|Author, | | | | | | | | |Appresso| | ,Alberto Lavezzola|Girolamo Garofolo|Giuseppe Bononome|Luigi Groto|Niccolò Eugenico|Giovanni Battista Pigna|Giovanni Rota|Camillo Camilli|Girolamo Ruscelli (Alessio Piemontese)|Francesco de' Franceschi|Girolamo Porro|Ludovico Ariosto,"Italian, active 1584|Italian, active 1584|Italian|Italian, 1541–1585|Italian| | |Italian, died 1615|Italian, Viterbo 1500–1566 Venice|Italian, active 16th century|Italian, 1520–1604|Italian, Reggio Emilia 1474–1533 Ferrara", | | | | | | | | | | | ,"Lavezzola, Alberto|Garofolo, Girolamo|Bononome, Giuseppe|Groto, Luigi|Eugenico, Niccolò|Pigna, Giovanni Battista|Rota, Giovanni|Camilli, Camillo|Ruscelli, Girolamo (Alessio Piemontese)|Franceschi Francesco de'|Porro, Girolamo|Ariosto, Ludovico",Italian|Italian|Italian|Italian|Italian|Italian|Italian|Italian|Italian|Italian|Italian|Italian,1584      |1584      |          |1541      |          |          |          |1615      |1500      |1500      |1520      |1474      ,1584      |1584      |          |1585      |          |          |          |1615      |1566      |1600      |1604      |1533      ,|||||||||||,|||(not assigned)|||||http://vocab.getty.edu/page/ulan/500524447||http://vocab.getty.edu/page/ulan/500016025|http://vocab.getty.edu/page/ulan/500313522,|||https://www.wikidata.org/wiki/Q1876177|||||https://www.wikidata.org/wiki/Q2903986||https://www.wikidata.org/wiki/Q1773381|https://www.wikidata.org/wiki/Q48900,1584,1584,1584,,"1 volume bound in 2 (40, 654, 34 pages ; 44 leaves), Height: 11 in. (28 cm)","Gift of Jayne Wrightsman, 2009",|,Venice|Paris,|,,Italy|France,,,,,,,,http://www.metmuseum.org/art/collection/search/679465,https://www.wikidata.org/wiki/Q29388252,,"Metropolitan Museum of Art, New York, NY",,,,,9,
175T49 R43,True,False,True,591826,,The Libraries,,,Vita del Tintoretto,"Venice: Oddoni, 1642",,,,,16141,Author, ,Carlo Ridolfi,"Italian, Lonigo 1594–1658 Venice", ,"Ridolfi, Carlo",Italian,1594,1658,,http://vocab.getty.edu/page/ulan/500013305,https://www.wikidata.org/wiki/Q776990,1642,1642,1642,Illustrated book,H: 9 in. (23 cm),Purchased with income from the Jacob S. Rogers Fund,|,,|,,,,,,,,,,http://www.metmuseum.org/art/collection/search/591826,https://www.wikidata.org/wiki/Q29385980,,"Metropolitan Museum of Art, New York, NY",,,,,7,
B 014486,True,False,False,889372,,The Libraries,,,The future imaginary in Indigenous North American arts and literatures,,,,,,22027,Author, ,Kristina Baudemann, , ,"Baudemann, Kristina", ,          ,          ,,,,2022,2022,2022,,237 pages ; Height: 9 13/16 in. (25 cm),,,Abingdon,,Oxfordshire,United Kingdom,,,,,,,,http://www.metmuseum.org/art/collection/search/889372,,,"Metropolitan Museum of Art, New York, NY",,,,,6,
TR655 .R433 2022,True,False,False,889426,,The Libraries,,,Wendy Red Star : delegation,,,,,,6111717806,Publisher|Artist, | ,Aperture|Wendy Red Star," |Apsáalooke/Crow, born Billings, Montana, 1981", | ,"Aperture|Red Star, Wendy", |American,          |1981      ,          |9999      ,|Female,|http://vocab.getty.edu/page/ulan/500487646,|https://www.wikidata.org/wiki/Q23416926,2022,2022,2022,,272 pages : illustrations (chiefly color) ; Height: 10 1/4 in. (26 cm),,,New York,,New York,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/889426,,,"Metropolitan Museum of Art, New York, NY",,,,,6,
C 014106,True,False,False,889355,,The Libraries,,,Jeffrey Gibson : it can be said of them / editor: Siobhan Bradley,,,,,,2.20E+16,Publisher|Editor|Artist, | | ,Roberts Projects|Siobhan Bradley|Jeffrey Gibson," | |American Mississippi Choctaw/Cherokee, born Colorado Springs, Colorado, 1972", | | ,"Roberts Projects|Bradley, Siobhan|Gibson, Jeffrey", | | ,          |          |1972      ,          |          |9999      ,||,||,||,2021,2021,2021,,1 volume (unpaged) : colour illustrations ; Height: 10 5/8 in. (27 cm),,,Culver City,,California,United States,,,,,,,,http://www.metmuseum.org/art/collection/search/889355,,,"Metropolitan Museum of Art, New York, NY",,,,,6,
